,fsk_rssi,voltage,current,altitude,latitude,longitude,tas,gps_used,fix_type,satellites_num,roll,yaw,pitch,motor_status,imu_status,gps_status,cgps_used,press_compass_status,f_mode,gps_pos_used,vehicle_type,error_flags1,gps_accH
20150713 14:05:06:688,-31,11.8,0.0,0.13,32.96359,-117.064606,0.01,true,3,17,-1.87,212.13,0.56,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:06:883,-31,11.8,0.0,0.13,32.96359,-117.064606,0.0,true,3,17,-1.86,212.14,0.57,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:07:094,-31,11.8,0.0,0.12,32.96359,-117.064606,0.01,true,3,17,-1.86,212.13,0.6,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:07:296,-30,11.7,0.0,-0.03,32.96359,-117.064606,0.01,true,3,17,-1.83,212.13,0.66,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:07:490,-30,11.5,0.0,-0.53,32.96359,-117.064606,0.014142135,true,3,17,-1.2,211.78,0.4,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:07:694,-36,11.5,0.0,-1.01,32.96359,-117.064606,0.0,true,3,17,0.34,211.43,0.1,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:07:899,-39,11.5,0.0,-0.86,32.96359,-117.064606,0.05830952,true,3,17,0.32,211.54001,-0.75,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:07:969,-27,11.6,0.0,-0.68,32.96359,-117.064606,0.09433981,true,3,17,0.68,211.62,-1.12,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:08:166,-26,11.6,0.0,-0.15,32.96359,-117.064606,0.1,true,3,17,1.34,211.72,-0.4,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:08:371,-31,11.6,0.0,0.25,32.96359,-117.064606,0.14866069,true,3,17,1.2,211.61,1.99,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:08:583,-36,11.6,0.0,0.57,32.96359,-117.064606,0.09848858,true,3,17,0.95,211.41,3.0,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:08:772,-39,11.6,0.0,0.79,32.96359,-117.064606,0.0781025,true,3,17,0.73,211.12,2.45,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:08:968,-27,11.6,0.0,0.95,32.96359,-117.064606,0.06403124,true,3,17,0.33,210.87,2.17,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:09:166,-27,11.5,0.0,1.1,32.96359,-117.064606,0.022360679,true,3,17,0.32,210.91,2.5,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:09:242,-26,11.5,0.0,1.15,32.96359,-117.064606,0.022360679,true,3,17,0.38,210.97,2.65,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:09:449,-27,11.5,0.0,1.23,32.96359,-117.064606,0.031622775,true,3,17,0.61,211.12,2.4,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:09:674,-36,11.5,0.0,1.36,32.96359,-117.064606,0.05,true,3,17,0.65,211.09,1.49,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:09:858,-26,11.5,0.0,1.5,32.96359,-117.064606,0.13341664,true,3,17,0.7,211.05,0.9,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:10:045,-27,11.5,0.0,1.67,32.96359,-117.064606,0.02,true,3,17,0.78,211.1,0.56,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:10:245,-28,11.5,0.0,1.78,32.96359,-117.064606,0.08246211,true,3,17,0.2,211.15,1.61,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:10:461,-24,11.5,0.0,1.91,32.96359,-117.064606,0.05,true,3,17,0.74,211.17,1.73,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:10:597,-31,11.5,0.0,1.95,32.963585,-117.064606,0.1456022,true,3,17,1.17,211.17,1.6,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:10:772,-25,11.5,0.0,2.11,32.963585,-117.064606,0.076157734,true,3,17,1.83,211.18,1.15,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:10:946,-27,11.5,0.0,2.24,32.963585,-117.064606,0.060827624,true,3,17,1.32,211.05,1.16,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:11:136,-22,11.5,0.0,2.44,32.963585,-117.064606,0.076157734,true,3,17,0.71,210.95,1.95,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:11:327,-27,11.5,0.0,2.62,32.963585,-117.064606,0.1,true,3,17,0.47,210.88,1.47,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:11:562,-27,11.5,0.0,2.81,32.963585,-117.064606,0.031622775,true,3,17,0.89,210.93,1.08,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:11:761,-21,11.5,0.0,3.01,32.963585,-117.064606,0.10049876,true,3,17,1.02,210.84,1.17,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:11:817,-21,11.5,0.0,3.08,32.963585,-117.064606,0.10049876,true,3,17,1.0,210.76001,1.31,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:12:009,-23,11.5,0.0,3.29,32.963585,-117.064606,0.070710674,true,3,17,1.02,210.58,1.31,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:12:210,-23,11.5,0.0,3.52,32.963585,-117.064606,0.15264337,true,3,17,0.97,210.45999,1.01,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:12:422,-25,11.5,0.0,3.68,32.963585,-117.064606,0.072111025,true,3,17,0.74,210.56,0.01,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:12:616,-24,11.5,0.0,3.91,32.963585,-117.064606,0.09055385,true,3,17,1.12,211.0,0.35,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:12:806,-31,11.5,0.0,4.09,32.963585,-117.064606,0.1029563,true,3,17,0.97,211.57,1.21,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:13:018,-26,11.5,0.0,4.29,32.963585,-117.064606,0.06403124,true,3,17,1.91,212.06,1.66,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:13:085,-27,11.5,0.0,4.39,32.963585,-117.064606,0.06403124,true,3,17,2.13,212.22,1.59,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:13:295,-27,11.5,0.0,4.65,32.963585,-117.064606,0.12041594,true,3,17,1.77,212.34,1.13,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:13:499,-27,11.5,0.0,4.93,32.963585,-117.064606,0.05830952,true,3,17,1.17,212.32,0.51,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:13:705,-30,11.5,0.0,5.24,32.963585,-117.064606,0.080622576,true,3,17,0.7,212.2,0.93,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:13:891,-31,11.5,0.0,5.56,32.963585,-117.064606,0.01,true,3,17,0.56,211.98999,1.21,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:14:086,-34,11.5,0.0,5.87,32.963585,-117.064606,0.036055513,true,3,17,1.2,211.78,1.46,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:14:291,-42,11.5,0.0,6.24,32.963585,-117.064606,0.050990198,true,3,17,0.48,211.64,1.26,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:14:374,-34,11.5,0.0,6.39,32.963585,-117.064606,0.076157734,true,3,17,0.32,211.63,1.17,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:14:569,-49,11.5,0.0,6.76,32.963585,-117.064606,0.060827624,true,3,17,-0.02,211.68,1.01,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:14:769,-51,11.5,0.0,7.09,32.963585,-117.064606,0.0781025,true,3,17,-0.41,211.6,1.13,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:14:971,-43,11.5,0.0,7.46,32.963585,-117.064606,0.06403124,true,3,17,-0.37,211.36,1.59,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:15:172,-48,11.5,0.0,7.83,32.963585,-117.064606,0.031622775,true,3,17,0.39,211.12,2.18,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:15:369,-38,11.5,0.0,8.19,32.963585,-117.064606,0.060827624,true,3,17,1.51,211.07,2.0,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:15:599,-55,11.4,0.0,8.53,32.963585,-117.064606,0.09433981,true,3,17,1.74,211.20999,1.7,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:15:654,-37,11.4,0.0,8.64,32.963585,-117.064606,0.09433981,true,3,17,1.74,211.26001,1.66,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:15:849,-52,11.4,0.0,9.02,32.963585,-117.064606,0.09,true,3,17,1.88,211.43,1.0,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:16:051,-49,11.5,0.0,9.41,32.963585,-117.064606,0.080622576,true,3,17,1.72,211.43,0.19,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:16:250,-39,11.4,0.0,9.73,32.963585,-117.064606,0.092195444,true,3,17,1.46,211.28,0.59,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:16:449,-43,11.4,0.0,10.09,32.963585,-117.064606,0.05385165,true,3,17,1.08,211.14,1.04,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:16:647,-46,11.4,0.0,10.47,32.963585,-117.064606,0.022360679,true,3,17,0.73,211.2,1.1,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:16:899,-39,11.4,0.0,10.87,32.963585,-117.064606,0.060827624,true,3,17,0.82,211.37,1.53,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:16:966,-45,11.4,0.0,11.05,32.963585,-117.064606,0.05,true,3,17,1.21,211.41,1.66,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:17:140,-40,11.5,0.0,11.45,32.963585,-117.064606,0.07071068,true,3,17,1.89,211.53,1.36,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:17:331,-41,11.4,0.0,11.82,32.963585,-117.064606,0.0781025,true,3,17,1.67,211.47,0.69,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:17:584,-45,11.4,0.0,12.18,32.963585,-117.064606,0.031622775,true,3,17,1.07,211.20999,0.31,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:17:747,-43,11.4,0.0,12.55,32.963585,-117.064606,0.08,true,3,17,1.06,210.97,0.95,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:17:937,-41,11.4,0.0,12.96,32.963585,-117.064606,0.1264911,true,3,17,1.37,210.85,2.51,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:18:135,-43,11.4,0.0,13.34,32.963585,-117.064606,0.08246211,true,3,17,2.0,210.9,6.28,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:18:206,-40,11.4,0.0,13.47,32.963585,-117.064606,0.08246211,true,3,17,2.15,210.93,7.73,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:18:408,-43,11.4,0.0,13.83,32.963585,-117.064606,0.089442715,true,3,17,2.13,211.08,9.28,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:18:612,-41,11.4,0.0,14.21,32.963585,-117.064606,0.31016123,true,3,17,2.05,211.23999,9.4,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:18:807,-40,11.4,0.0,14.57,32.96358,-117.064606,0.5325411,true,3,17,1.53,211.19,8.31,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:19:006,-43,11.4,0.0,14.96,32.96358,-117.064606,0.77420926,true,3,17,0.97,211.09,7.11,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:19:210,-43,11.4,0.0,15.3,32.963577,-117.064606,1.0660676,true,3,17,0.58,211.09,6.83,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:19:426,-42,11.4,0.0,15.7,32.963577,-117.06461,1.2903488,true,3,17,0.5,211.18,6.58,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:19:562,-43,11.4,0.0,15.81,32.963577,-117.06461,1.2903488,true,3,17,0.54,211.20999,6.37,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:19:709,-41,11.4,0.0,16.19,32.963573,-117.06461,1.5420766,true,3,17,1.33,210.98999,5.77,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:19:895,-40,11.4,0.0,16.55,32.963573,-117.06461,1.7256883,true,3,17,2.05,210.16,5.22,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:20:100,-47,11.4,0.0,16.87,32.96357,-117.06461,1.8999211,true,3,17,2.26,208.66,5.27,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:20:301,-40,11.4,0.0,17.22,32.963566,-117.06461,2.0912197,true,3,17,2.48,206.76999,5.33,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:20:488,-49,11.4,0.0,17.56,32.963562,-117.06461,2.2244325,true,3,17,1.96,204.53,5.06,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:20:695,-41,11.4,0.0,17.93,32.96356,-117.06463,2.4018533,true,3,17,1.4,202.16,5.34,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:20:776,-43,11.4,0.0,18.07,32.963554,-117.06463,2.4906423,true,3,17,1.13,201.2,5.52,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:20:975,-45,11.4,0.0,18.44,32.96355,-117.06463,2.6447306,true,3,17,0.68,198.85,5.4,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:21:180,-49,11.4,0.0,18.82,32.963547,-117.06463,2.7648146,true,3,17,0.55,196.7,5.11,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:21:383,-50,11.4,0.0,19.14,32.963543,-117.064644,2.9211812,true,3,17,0.34,194.70999,4.65,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:21:590,-51,11.4,0.0,19.5,32.963535,-117.064644,2.9743068,true,3,17,0.43,192.88,3.87,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:21:774,-49,11.4,0.0,19.86,32.96353,-117.064644,3.0805843,true,3,17,0.84,191.45001,3.43,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:21:978,-49,11.4,0.0,20.2,32.963528,-117.064644,3.1161675,true,3,17,1.48,190.79999,3.14,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:22:050,-51,11.4,0.0,20.37,32.963528,-117.064644,3.1161675,true,3,17,1.77,190.78,2.9,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:22:256,-53,11.4,0.0,20.68,32.963524,-117.064644,3.1755474,true,3,17,1.89,191.0,2.44,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:22:456,-66,11.4,0.0,21.11,32.963516,-117.06465,3.1657069,true,3,17,1.78,191.23999,2.62,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:22:653,-50,11.4,0.0,21.46,32.963512,-117.06465,3.1591296,true,3,17,2.13,191.32,2.98,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:22:852,-66,11.4,0.0,21.8,32.963505,-117.06465,3.2005312,true,3,17,3.22,191.48999,3.27,15,225,1,3,21,3,false,2,0,0.45
20150713 14:05:23:058,-50,11.4,0.0,22.21,32.9635,-117.06465,3.2144673,true,3,17,2.85,191.72,3.15,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:23:251,-56,11.4,0.0,22.6,32.963493,-117.06465,3.2116196,true,3,17,2.58,191.9,2.55,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:23:337,-51,11.4,0.0,22.74,32.96349,-117.06465,3.2760494,true,3,17,2.54,191.93,2.5,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:23:579,-53,11.4,0.0,23.09,32.96348,-117.06467,3.2556415,true,3,17,2.09,191.75,2.27,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:23:739,-53,11.4,0.0,23.44,32.963478,-117.06467,3.2453046,true,3,17,2.21,191.6,2.01,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:23:932,-49,11.4,0.0,23.84,32.963474,-117.06467,3.228328,true,3,17,2.67,191.51001,2.6,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:24:133,-49,11.4,0.0,24.19,32.963467,-117.06467,3.1975613,true,3,17,3.63,191.60999,2.43,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:24:356,-47,11.4,0.0,24.55,32.96346,-117.06467,3.2149186,true,3,17,4.75,191.66,1.91,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:24:442,-49,11.4,0.0,24.7,32.96346,-117.06467,3.2149186,true,3,17,5.21,191.76999,2.01,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:24:753,-47,11.4,0.0,25.2,32.963455,-117.06467,3.1241,true,3,17,5.87,192.5,1.96,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:24:916,-45,11.4,0.0,25.6,32.96345,-117.06467,3.07293,true,3,17,6.7,193.79001,1.72,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:25:119,-43,11.4,0.0,25.97,32.963444,-117.06467,3.0276065,true,3,17,8.42,195.89,1.89,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:25:326,-44,11.4,0.0,26.35,32.96344,-117.06468,2.9857326,true,3,17,10.02,198.93,2.76,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:25:516,-45,11.4,0.0,26.72,32.963432,-117.06468,2.9143267,true,3,17,10.64,202.72,3.05,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:25:755,-42,11.4,0.0,27.07,32.96343,-117.06468,2.8454173,true,3,17,10.55,206.86,3.32,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:25:998,-42,11.4,0.0,27.54,32.96342,-117.06468,2.9597466,true,3,17,9.61,212.7,4.22,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:26:197,-46,11.4,0.0,27.8,32.963413,-117.06469,2.9360006,true,3,17,9.21,216.31,4.23,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:26:394,-49,11.5,0.0,28.06,32.963413,-117.06469,2.9209929,true,3,17,9.16,219.43,4.29,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:26:595,-49,11.4,0.0,28.22,32.96341,-117.06469,2.941564,true,3,17,9.4,222.41,4.64,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:26:814,-49,11.4,0.0,28.32,32.963406,-117.064705,2.932337,true,3,17,9.29,225.45,3.9,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:26:999,-44,11.4,0.0,28.36,32.9634,-117.064705,2.956569,true,3,17,9.36,228.79,4.22,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:27:284,-48,11.4,0.0,28.37,32.963398,-117.06472,2.9345527,true,3,17,8.79,233.41,4.28,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:27:487,-42,11.4,0.0,28.36,32.963394,-117.06472,2.967305,true,3,17,7.68,236.2,3.91,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:27:681,-43,11.4,0.0,28.41,32.963394,-117.06472,2.9893146,true,3,17,7.11,238.1,3.53,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:27:879,-43,11.4,0.0,28.38,32.963394,-117.06473,3.0056612,true,3,17,6.5,239.1,3.35,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:28:068,-49,11.4,0.0,28.4,32.96339,-117.06473,3.0124078,true,3,17,5.73,238.98,3.04,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:28:276,-46,11.4,0.0,28.4,32.96339,-117.06474,2.983907,true,3,17,5.63,238.57,3.99,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:28:571,-47,11.4,0.0,28.46,32.963387,-117.06476,3.013785,true,3,17,6.25,238.01,4.77,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:28:775,-54,11.4,0.0,28.52,32.963387,-117.06476,3.0479174,true,3,17,7.05,237.86,4.37,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:28:972,-58,11.4,0.0,28.57,32.963387,-117.064766,3.1152046,true,3,17,7.08,237.7,4.59,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:29:165,-47,11.5,0.0,28.62,32.963387,-117.064766,3.1605697,true,3,17,6.14,237.6,4.41,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:29:356,-59,11.4,0.0,28.61,32.963387,-117.06478,3.2102492,true,3,17,5.48,238.2,3.99,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:29:659,-47,11.4,0.0,28.6,32.963387,-117.0648,3.2326152,true,3,18,5.14,239.48,3.6,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:29:778,-57,11.4,0.0,28.59,32.963387,-117.0648,3.2474604,true,3,18,4.92,239.76,3.67,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:29:931,-46,11.4,0.0,28.59,32.963387,-117.064804,3.2837327,true,3,18,4.28,240.16,3.81,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:30:133,-47,11.4,0.0,28.58,32.96339,-117.064804,3.2588494,true,3,18,3.87,240.24,3.81,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:30:331,-49,11.4,0.0,28.57,32.96339,-117.06482,3.2571921,true,3,18,3.7,240.26,3.68,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:30:537,-51,11.4,0.0,28.56,32.96339,-117.06482,3.2541206,true,3,18,3.63,240.26,4.05,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:30:743,-49,11.4,0.0,28.52,32.96339,-117.064835,3.2684708,true,3,18,0.82,239.99,3.39,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:30:941,-55,11.4,0.0,28.5,32.963394,-117.064835,3.1878834,true,3,18,-2.27,239.51,1.48,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:31:020,-49,11.4,0.0,28.46,32.963394,-117.064835,3.1878834,true,3,18,-3.12,239.34,0.76,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:31:211,-63,11.4,0.0,28.45,32.963394,-117.06485,3.0702605,true,3,18,-3.66,239.23,-0.27,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:31:418,-63,11.4,0.0,28.41,32.963394,-117.06485,2.8419185,true,3,18,-3.07,239.64,2.16,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:31:618,-54,11.4,0.0,28.44,32.963394,-117.06486,2.6361527,true,3,18,-1.3,240.06,5.08,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:31:816,-59,11.4,0.0,28.54,32.963394,-117.06486,2.5103185,true,3,18,-0.1,240.21,7.42,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:32:012,-52,11.4,0.0,28.55,32.963394,-117.06487,2.511613,true,3,18,0.63,240.09,7.46,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:32:215,-53,11.4,0.0,28.56,32.963394,-117.06487,2.5350542,true,3,18,0.47,239.87,6.13,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:32:312,-54,11.4,0.0,28.57,32.963394,-117.06487,2.5350542,true,3,18,0.16,239.75,5.58,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:32:496,-52,11.4,0.0,28.58,32.963394,-117.06487,2.5694356,true,3,18,-0.64,239.66,4.55,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:32:793,-49,11.4,0.0,28.58,32.96339,-117.06489,2.5386019,true,3,18,-1.43,239.54,4.03,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:32:991,-53,11.4,0.0,28.57,32.96339,-117.064896,2.4965777,true,3,18,-1.23,239.67,4.71,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:33:200,-49,11.4,0.0,28.53,32.96339,-117.064896,2.4496531,true,3,18,-0.94,239.79,5.56,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:33:406,-49,11.4,0.0,28.55,32.963387,-117.06491,2.4136693,true,3,18,-0.31,239.85,5.83,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:33:693,-48,11.4,0.0,28.55,32.963387,-117.06491,2.4416797,true,3,18,0.26,239.96,6.46,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:33:874,-52,11.4,0.0,28.52,32.963387,-117.06491,2.4444425,true,3,18,0.18,239.93,6.11,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:33:982,-55,11.4,0.0,28.53,32.963383,-117.064926,2.477761,true,3,18,-0.17,239.86,5.87,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:34:170,-51,11.4,0.0,28.57,32.963383,-117.064926,2.5013995,true,3,18,0.13,239.68,5.63,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:34:372,-61,11.4,0.0,28.61,32.96338,-117.064926,2.5200198,true,3,18,0.34,239.64,5.64,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:34:570,-54,11.4,0.0,28.57,32.963375,-117.06493,2.533318,true,3,18,0.41,239.58,5.44,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:34:953,-56,11.4,0.0,28.58,32.963375,-117.06495,2.5138218,true,3,18,0.56,239.56,2.45,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:35:153,-57,11.4,0.0,28.55,32.963375,-117.06495,2.4641833,true,3,18,0.79,240.3,-1.33,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:35:258,-62,11.4,0.0,28.57,32.963375,-117.06495,2.4641833,true,3,18,0.99,241.17,-2.69,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:35:352,-58,11.4,0.0,28.57,32.96337,-117.06495,2.2808988,true,3,18,1.25,242.26,-3.79,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:35:578,-58,11.4,0.0,28.48,32.963367,-117.064964,2.0329535,true,3,18,1.49,244.99,-3.71,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:35:754,-55,11.4,0.0,28.44,32.963367,-117.064964,1.7544515,true,3,18,1.97,248.4,-1.06,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:35:955,-53,11.4,0.0,28.53,32.963367,-117.064964,1.4949582,true,3,18,1.91,251.77,2.38,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:36:238,-53,11.4,0.0,28.59,32.963364,-117.064964,1.3398881,true,3,18,1.12,253.58,4.85,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:36:447,-52,11.4,0.0,28.62,32.963364,-117.064964,1.2571794,true,3,18,1.75,253.2,3.89,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:36:563,-52,11.4,0.0,28.61,32.963364,-117.064964,1.2076838,true,3,18,1.92,252.78,3.06,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:36:754,-54,11.4,0.0,28.57,32.96336,-117.06497,1.1136427,true,3,18,1.53,251.97,1.21,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:36:935,-55,11.4,0.0,28.54,32.96336,-117.06497,0.9794386,true,3,18,0.36,251.36,0.2,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:37:133,-54,11.4,0.0,28.6,32.96336,-117.06497,0.8141253,true,3,18,0.44,251.39,0.6,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:37:331,-55,11.4,0.0,28.63,32.96336,-117.06497,0.8005623,true,3,18,0.66,251.69,1.94,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:37:431,-55,11.4,0.0,28.68,32.96336,-117.06497,0.6603787,true,3,18,0.72,251.85,2.76,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:37:616,-57,11.4,0.0,28.74,32.963356,-117.06497,0.5269725,true,3,18,0.93,252.11,4.7,15,225,1,3,21,3,false,2,0,0.4
20150713 14:05:38:034,-52,11.4,0.0,28.97,32.963356,-117.06497,0.45188496,true,3,18,0.86,252.28,6.08,15,225,1,3,21,3,false,2,0,0.4
